name,metadata_uuid,component_name,component_uuid
GALA2014,601dddac-fa59-4ad0-85cf-a76b6b7daaca,Nautilus MI_Platform c0ed39c0-225e-11e4-8c21-0800200c9a66,c0ed39c0-225e-11e4-8c21-0800200c9a66
BattleAtlantic2011,4a87b930-618c-11e1-b86c-0800200c9a66,William Lange - principalInvestigator - CI_ResponsibleParty 56235cf0-6b87-11e0-ae3e-0800200c9a66,56235cf0-6b87-11e0-ae3e-0800200c9a66
SouthAtlanticBight_2007,a82bf2a0-a9b6-11e1-afa6-0800200c9a66,Nancy Foster (NF) MI_Platform 1fa18100-70e3-11e0-a1f0-0800200c9a66,1fa18100-70e3-11e0-a1f0-0800200c9a66
AtlanticCanyons2012,b82bfc70-e653-11e1-aff1-0800200c9a66,Nancy Foster (NF) MI_Platform 1fa18100-70e3-11e0-a1f0-0800200c9a66,1fa18100-70e3-11e0-a1f0-0800200c9a66
AtlanticCanyons2011,faddb030-6216-11e0-80e3-0800200c9a66,Nancy Foster (NF) MI_Platform 1fa18100-70e3-11e0-a1f0-0800200c9a66,1fa18100-70e3-11e0-a1f0-0800200c9a66
AtlanticCanyons2013,c163c712-38a2-43a8-b86d-0b96904610f1,Nancy Foster (NF) MI_Platform 1fa18100-70e3-11e0-a1f0-0800200c9a66,1fa18100-70e3-11e0-a1f0-0800200c9a66
gov.noaa.ncei.oer:EX2307_COLLECTION,2e0b88ca-ae91-439f-82e2-41c4e489c9b5,Abby Letts (principalInvestigator) CI_ResponsibleParty 5dae3ef1-e5f9-4f5e-8e70-4538a9a9ab2c,5dae3ef1-e5f9-4f5e-8e70-4538a9a9ab2c
gov.noaa.ncei.oer:SubmarineRingofFire2014,6a976441-0bf8-43ec-a808-66c09ec99b6f,Jason MI_Platform fb1de600-d1d7-11e1-9b23-0800200c9a66,fb1de600-d1d7-11e1-9b23-0800200c9a66
Lophelia2009,06f6bd40-cf5c-11e1-9b23-0800200c9a66,Jason MI_Platform fb1de600-d1d7-11e1-9b23-0800200c9a66,fb1de600-d1d7-11e1-9b23-0800200c9a66
EX1103_COLLECTION,20c00761-dbb2-34d6-0092-b418f751fdd2,Jeremy Potter - principalInvestigator - CI_ResponsibleParty 10c87030-984d-11e0-aa80-0800200c9a66,10c87030-984d-11e0-aa80-0800200c9a66
gov.noaa.ncei.oer:EX1501,4e6b4f9d-da65-42e4-b6b2-92b632bd310c,Jeremy Potter - principalInvestigator - CI_ResponsibleParty 10c87030-984d-11e0-aa80-0800200c9a66,10c87030-984d-11e0-aa80-0800200c9a66
SubmarineRingofFire2012,5433cc90-ec82-11e1-aff1-0800200c9a66,Jeremy Potter - principalInvestigator - CI_ResponsibleParty 10c87030-984d-11e0-aa80-0800200c9a66,10c87030-984d-11e0-aa80-0800200c9a66
INSPIRE2012,55c74c30-7c3d-11e2-b92a-0800200c9a66,Jeremy Potter - principalInvestigator - CI_ResponsibleParty 10c87030-984d-11e0-aa80-0800200c9a66,10c87030-984d-11e0-aa80-0800200c9a66
AtlanticCanyons2012,b82bfc70-e653-11e1-aff1-0800200c9a66,Jeremy Potter - principalInvestigator - CI_ResponsibleParty 10c87030-984d-11e0-aa80-0800200c9a66,10c87030-984d-11e0-aa80-0800200c9a66
EX1004,7cfdc33f-7eb8-44c2-83e1-a0d8657730fc,Jeremy Potter - principalInvestigator - CI_ResponsibleParty 10c87030-984d-11e0-aa80-0800200c9a66,10c87030-984d-11e0-aa80-0800200c9a66
ACUMEN2012,c206b980-e6e7-11e1-aff1-0800200c9a66,Jeremy Potter - principalInvestigator - CI_ResponsibleParty 10c87030-984d-11e0-aa80-0800200c9a66,10c87030-984d-11e0-aa80-0800200c9a66
gov.noaa.ncei.oer:HB1204_COLLECTION,0db156c9-0d60-4b14-925d-d6ee64712cc0,Jeremy Potter - principalInvestigator - CI_ResponsibleParty 10c87030-984d-11e0-aa80-0800200c9a66,10c87030-984d-11e0-aa80-0800200c9a66
EX1602,09664986-5fbb-45a3-aad6-590184038b7a,Kasey Cantwell (principalInvestigator) CI_ResponsibleParty 9149dca0-ba38-11e5-a837-0800200c9a66,9149dca0-ba38-11e5-a837-0800200c9a66
EX1605L3,60fb7754-05fc-4572-9ad9-2ea0037b2cb8,Kasey Cantwell (principalInvestigator) CI_ResponsibleParty 9149dca0-ba38-11e5-a837-0800200c9a66,9149dca0-ba38-11e5-a837-0800200c9a66
EX1705,405a9a23-714e-484f-9235-6ba35e810e25,Kasey Cantwell (principalInvestigator) CI_ResponsibleParty 9149dca0-ba38-11e5-a837-0800200c9a66,9149dca0-ba38-11e5-a837-0800200c9a66
EX1708,904418ff-b023-4715-9ecd-a8268c790d08,Kasey Cantwell (principalInvestigator) CI_ResponsibleParty 9149dca0-ba38-11e5-a837-0800200c9a66,9149dca0-ba38-11e5-a837-0800200c9a66
EX1806,b167a05d-68dc-46ba-b966-0e17e416b0e8,Kasey Cantwell (principalInvestigator) CI_ResponsibleParty 9149dca0-ba38-11e5-a837-0800200c9a66,9149dca0-ba38-11e5-a837-0800200c9a66
EX1903L2,30a693b2-86a4-41cf-b54c-bf59cca6982d,Kasey Cantwell (principalInvestigator) CI_ResponsibleParty 9149dca0-ba38-11e5-a837-0800200c9a66,9149dca0-ba38-11e5-a837-0800200c9a66
EX1701,00ca3270-a04f-4639-bb34-e3579a99c8d6,Michael White (principalInvestigator) CI_ResponsibleParty 5ce36bf0-13c6-11e7-9598-0800200c9a66,5ce36bf0-13c6-11e7-9598-0800200c9a66
BermudaCaves2009,2d08def0-df50-11e2-a28f-0800200c9a66,Dr. Thomas Iliffe - principalInvestigator - CI_ResponsibleParty eb5c0820-6214-11e0-80e3-0800200c9a66,eb5c0820-6214-11e0-80e3-0800200c9a66
BermudaCaves2011,8a54c9c0-6161-11e1-b86c-0800200c9a66,Dr. Thomas Iliffe - principalInvestigator - CI_ResponsibleParty eb5c0820-6214-11e0-80e3-0800200c9a66,eb5c0820-6214-11e0-80e3-0800200c9a66
gov.noaa.ncei.oer:EX1710,7634b1b3-003c-46a4-bb95-873a50ef9650,Derek Sowers (principalInvestigator) CI_ResponsibleParty 05afb540-a543-11e3-a5e2-0800200c9a66,05afb540-a543-11e3-a5e2-0800200c9a66
gov.noaa.ncei.oer:EX1601,a3b8d136-6be8-45ef-8871-7d01c666c54e,Derek Sowers (principalInvestigator) CI_ResponsibleParty 05afb540-a543-11e3-a5e2-0800200c9a66,05afb540-a543-11e3-a5e2-0800200c9a66
EX1604,d60198cd-b938-4862-a986-4a1d5b2637ab,Derek Sowers (principalInvestigator) CI_ResponsibleParty 05afb540-a543-11e3-a5e2-0800200c9a66,05afb540-a543-11e3-a5e2-0800200c9a66
EX1403_COLLECTION,a8aeb83c-f34b-4751-8709-407e2a6e3daf,Derek Sowers (principalInvestigator) CI_ResponsibleParty 05afb540-a543-11e3-a5e2-0800200c9a66,05afb540-a543-11e3-a5e2-0800200c9a66
EX1404L1,4d54d7fc-8876-4a7b-a295-b66b0f927886,Derek Sowers (principalInvestigator) CI_ResponsibleParty 05afb540-a543-11e3-a5e2-0800200c9a66,05afb540-a543-11e3-a5e2-0800200c9a66
EX1504L1,d1173b21-0bd4-4d78-bb32-02f318cdfd28,Derek Sowers (principalInvestigator) CI_ResponsibleParty 05afb540-a543-11e3-a5e2-0800200c9a66,05afb540-a543-11e3-a5e2-0800200c9a66
EX1609,3343c854-b563-4ffe-9bf4-ce864ed795cf,Derek Sowers (principalInvestigator) CI_ResponsibleParty 05afb540-a543-11e3-a5e2-0800200c9a66,05afb540-a543-11e3-a5e2-0800200c9a66
EX1902,cccd7542-e756-40a1-a164-0e24fdab379d,Derek Sowers (principalInvestigator) CI_ResponsibleParty 05afb540-a543-11e3-a5e2-0800200c9a66,05afb540-a543-11e3-a5e2-0800200c9a66
EX1906,77aae9da-3ae5-4ed2-a416-5064ad6b77c5,Derek Sowers (principalInvestigator) CI_ResponsibleParty 05afb540-a543-11e3-a5e2-0800200c9a66,05afb540-a543-11e3-a5e2-0800200c9a66
gov.noaa.ncei.oer:EX1709,860668a6-06c4-420b-a0e7-44e3b1292c36,NOAA Office of Ocean Exploration and Research MD_AggregateInformation 4031e730-b063-11e3-a5e2-0800200c9a66,4031e730-b063-11e3-a5e2-0800200c9a66
gov.noaa.ncei.oer:FloridaCoastDeepCorals2005,5357b88a-2a90-4ac8-aa3d-965494ea1901,NOAA Office of Ocean Exploration and Research MD_AggregateInformation 4031e730-b063-11e3-a5e2-0800200c9a66,4031e730-b063-11e3-a5e2-0800200c9a66
gov.noaa.ncei.oer:EX1505,6e655f51-6897-4eda-8ac7-844d893c3703,NOAA Office of Ocean Exploration and Research MD_AggregateInformation 4031e730-b063-11e3-a5e2-0800200c9a66,4031e730-b063-11e3-a5e2-0800200c9a66
gov.noaa.ncei.oer:EX1601,a3b8d136-6be8-45ef-8871-7d01c666c54e,NOAA Office of Ocean Exploration and Research MD_AggregateInformation 4031e730-b063-11e3-a5e2-0800200c9a66,4031e730-b063-11e3-a5e2-0800200c9a66
Bioluminescence2009,a5eb529b-0356-4005-aea1-ef1a7b1fb44d,NOAA Office of Ocean Exploration and Research MD_AggregateInformation 4031e730-b063-11e3-a5e2-0800200c9a66,4031e730-b063-11e3-a5e2-0800200c9a66
BlackSea2006,450a1e72-4f4e-4ae4-af14-8edaf7c8ecde,NOAA Office of Ocean Exploration and Research MD_AggregateInformation 4031e730-b063-11e3-a5e2-0800200c9a66,4031e730-b063-11e3-a5e2-0800200c9a66
AtlanticCanyons2013,c163c712-38a2-43a8-b86d-0b96904610f1,NOAA Office of Ocean Exploration and Research MD_AggregateInformation 4031e730-b063-11e3-a5e2-0800200c9a66,4031e730-b063-11e3-a5e2-0800200c9a66
DeepCorals2005,3429328f-a6fc-4150-ac04-0ac9f7201792,NOAA Office of Ocean Exploration and Research MD_AggregateInformation 4031e730-b063-11e3-a5e2-0800200c9a66,4031e730-b063-11e3-a5e2-0800200c9a66
EX0907,c0f56860-be89-41ea-8b70-da73096c61dc,NOAA Office of Ocean Exploration and Research MD_AggregateInformation 4031e730-b063-11e3-a5e2-0800200c9a66,4031e730-b063-11e3-a5e2-0800200c9a66
EX1402L3_COLLECTION,20c754f9-3e9a-41be-af1a-869d133f76ac,NOAA Office of Ocean Exploration and Research MD_AggregateInformation 4031e730-b063-11e3-a5e2-0800200c9a66,4031e730-b063-11e3-a5e2-0800200c9a66
EX1002,271bbe58-f3ac-4efa-bbc1-f6a59629ee39,NOAA Office of Ocean Exploration and Research MD_AggregateInformation 4031e730-b063-11e3-a5e2-0800200c9a66,4031e730-b063-11e3-a5e2-0800200c9a66
EX1004,7cfdc33f-7eb8-44c2-83e1-a0d8657730fc,NOAA Office of Ocean Exploration and Research MD_AggregateInformation 4031e730-b063-11e3-a5e2-0800200c9a66,4031e730-b063-11e3-a5e2-0800200c9a66
EX1005,9bda2af5-0236-4b7f-b74c-d9f6ab7c1e8c,NOAA Office of Ocean Exploration and Research MD_AggregateInformation 4031e730-b063-11e3-a5e2-0800200c9a66,4031e730-b063-11e3-a5e2-0800200c9a66
EX1006,1c2ae6a3-61fc-44f7-804d-8582f1fd4de7,NOAA Office of Ocean Exploration and Research MD_AggregateInformation 4031e730-b063-11e3-a5e2-0800200c9a66,4031e730-b063-11e3-a5e2-0800200c9a66
EX1403_COLLECTION,a8aeb83c-f34b-4751-8709-407e2a6e3daf,NOAA Office of Ocean Exploration and Research MD_AggregateInformation 4031e730-b063-11e3-a5e2-0800200c9a66,4031e730-b063-11e3-a5e2-0800200c9a66
EX1502L1,0ce148e9-3101-4019-baed-42c6a78fd589,NOAA Office of Ocean Exploration and Research MD_AggregateInformation 4031e730-b063-11e3-a5e2-0800200c9a66,4031e730-b063-11e3-a5e2-0800200c9a66
EX1504L2,b1f1f937-73f3-41f7-8435-e7afb6dfbdff,NOAA Office of Ocean Exploration and Research MD_AggregateInformation 4031e730-b063-11e3-a5e2-0800200c9a66,4031e730-b063-11e3-a5e2-0800200c9a66
EX1504L3,997e9022-bbc7-480a-b4d4-1071d466fbea,NOAA Office of Ocean Exploration and Research MD_AggregateInformation 4031e730-b063-11e3-a5e2-0800200c9a66,4031e730-b063-11e3-a5e2-0800200c9a66
EX1606,bbc11017-9a9e-4731-8e4e-86975df2ef8e,NOAA Office of Ocean Exploration and Research MD_AggregateInformation 4031e730-b063-11e3-a5e2-0800200c9a66,4031e730-b063-11e3-a5e2-0800200c9a66
EX1701,00ca3270-a04f-4639-bb34-e3579a99c8d6,NOAA Office of Ocean Exploration and Research MD_AggregateInformation 4031e730-b063-11e3-a5e2-0800200c9a66,4031e730-b063-11e3-a5e2-0800200c9a66
EX1702,2a6308d5-f8a9-4a1a-aeb4-28f380a19a8f,NOAA Office of Ocean Exploration and Research MD_AggregateInformation 4031e730-b063-11e3-a5e2-0800200c9a66,4031e730-b063-11e3-a5e2-0800200c9a66
EX1703,532c4caa-d569-4554-b431-05919a802eab,NOAA Office of Ocean Exploration and Research MD_AggregateInformation 4031e730-b063-11e3-a5e2-0800200c9a66,4031e730-b063-11e3-a5e2-0800200c9a66
EX1711,316e6ce6-9034-4926-a4e0-c770483c7357,NOAA Office of Ocean Exploration and Research MD_AggregateInformation 4031e730-b063-11e3-a5e2-0800200c9a66,4031e730-b063-11e3-a5e2-0800200c9a66
EX1905L2,aa184c44-028e-41c2-9057-356a1e01900a,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei.oer:EX2306_COLLECTION,b7401834-7510-4150-94f5-b0ccbfba8498,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei.oer:EX2301_COLLECTION,4c23aa2f-6cf1-4eb2-abb0-78617b485607,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
EX1103_COLLECTION,20c00761-dbb2-34d6-0092-b418f751fdd2,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei.oer:EX1803,7a773ecb-e870-49cd-9872-cb5168b58079,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei.oer:EX1811,b4c3c694-c3f0-4f00-b2c6-edecade46182,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei:EX2104_Sound_Velocity_Profile_COLLECTION,24af7256-b49c-4bf2-8bdc-0c5189f65513,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei:EX2104_Products_COLLECTION,ce53afa5-1bac-409b-b9a3-a373576463d3,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei:EX2104_Imagery_COLLECTION,656c7ed8-e6e7-46bb-9a17-bdc15b750fc0,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei:EX2103_Products_COLLECTION,a1a61b73-3a43-40a3-9332-1461d03c0486,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei:EX2103_Imagery_COLLECTION,3168e879-16e7-47f8-9b31-a3b808d0eb8b,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei:EX2107_Sound_Velocity_Profile,f5742466-0787-431d-97b5-900d61d13f68,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei:EX2107_Imagery,575aeeed-300a-4827-b07d-b18006a65134,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei:EX2107_Products,2e7456b6-1b15-48dc-b9be-c4b22fc36e20,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei:EX2201_Imagery_COLLECTION,b657b931-faa1-484a-8556-a69fdaa2273d,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei:EX2201_Sound_Velocity_Profile_COLLECTION,7e2f0601-5667-4358-a344-cc4881e3ed37,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei:EX2201_Products_COLLECTION,dfca1a4b-a75e-4342-b6d2-8b89ca0ea3a4,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei:EX2205_Sound_Velocity_Profile_COLLECTION,b73f135b-8c6b-40de-8e0c-6e0b8b8fb262,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei:EX2205_Products_COLLECTION,8cf94651-48fa-4c19-8745-dfa354cec82a,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei:EX2205_Imagery_COLLECTION,25a0d897-1bfa-4799-9cae-a97953a53c9d,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
EX1102,f4431650-6abf-11e0-ae3e-0800200c9a66,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
EX1104,b5c8f0b0-ad87-11e0-9f1c-0800200c9a66,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
EX1402L3_COLLECTION,20c754f9-3e9a-41be-af1a-869d133f76ac,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
EX1404L2,17c14ad9-a7ed-47e8-9dbd-000eb283b40d,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
EX1404L3,706e8c5c-4fff-4475-8236-a3ceeb572993,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
EX1502L3,9369d40f-7be0-4039-90de-99dd9128bbab,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
EX1504L2,b1f1f937-73f3-41f7-8435-e7afb6dfbdff,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
EX1504L3,997e9022-bbc7-480a-b4d4-1071d466fbea,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
EX1504L4,51ea6db3-dbdc-4829-b0a7-a3130d4944c5,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
EX1602,09664986-5fbb-45a3-aad6-590184038b7a,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
EX1603,bdbd79aa-b1d5-47f7-a6ff-e41e87d1171e,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
EX1605L1,f1fc7a8c-5416-4261-9224-84225ddf5824,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
EX1605L3,60fb7754-05fc-4572-9ad9-2ea0037b2cb8,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
EX1606,bbc11017-9a9e-4731-8e4e-86975df2ef8e,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
EX1608,940cfebb-686b-41c1-957c-0ea66fa3d00e,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
EX1702,2a6308d5-f8a9-4a1a-aeb4-28f380a19a8f,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
EX1703,532c4caa-d569-4554-b431-05919a802eab,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
EX1705,405a9a23-714e-484f-9235-6ba35e810e25,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
EX1706,4f84357b-af13-4817-8f31-b5cda39f0fb1,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
EX1708,904418ff-b023-4715-9ecd-a8268c790d08,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
EX1711,316e6ce6-9034-4926-a4e0-c770483c7357,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
EX1806,b167a05d-68dc-46ba-b966-0e17e416b0e8,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
EX1812,d099959b-3497-4b50-b4f3-ebbd55e915be,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
EX1902,cccd7542-e756-40a1-a164-0e24fdab379d,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
EX1903L2,30a693b2-86a4-41cf-b54c-bf59cca6982d,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
EX1904,e023a596-a61d-4a7c-98a4-22d03d1574a9,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
EX1907,b2e3de04-5886-4d14-90ca-9c8936fdbf8e,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei:EX2206_Sound_Velocity_Profile_COLLECTION,4d762ca9-c82c-4058-990c-2eeddbdbbe6f,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei:EX2206_Imagery_COLLECTION,81b23f31-1c27-4ed0-8eac-00fd4a196396,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei:EX2206_Products_COLLECTION,f12ccadd-888b-438c-8605-7be6cf6a2abb,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei.oer.cruise:EX1302_COLLECTION,c1ad4c20-d81c-11e2-a28f-0800200c9a66,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei.oer.cruise:EX2206_COLLECTION,88fcbaa1-04cf-4e27-84f6-f28cf772cf17,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei:EX2205_SCS_COLLECTION,2e308c90-1ef5-4b16-8d9a-05ea686fdb16,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei:EX2201_SCS_COLLECTION,3d0404ee-d2b5-455f-9020-26c752178b8f,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei.oer.cruise:EX2201_COLLECTION,2416018d-da62-48b4-8bb7-7fda0d58f319,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei:EX2107_SCS,9f5a2033-ac12-4159-915b-4274b2d5ea5f,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei.oer.cruise:EX2107_COLLECTION,79331941-1d60-457c-92fd-feb8d08aec4a,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei:EX2104_SCS,d22cae10-05d1-11ec-a3ea-0800200c9a66,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei.oer.cruise:EX2104_COLLECTION,078eb0a0-04e0-11ec-a3ea-0800200c9a66,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei:EX2103_SCS,8c1ebf80-efb0-11eb-85b4-0800200c9a66,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei.oer.cruise:EX2103_COLLECTION,35f00a90-e963-11eb-ad76-0800200c9a66,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei:EX2206_SCS_COLLECTION,6359be97-d386-4936-bd5d-6b16b12426be,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei.oer.cruise:EX2205_COLLECTION,e04b60b7-8db6-452e-b7fd-b7cf32b14981,Seirios MI_Platform b2972160-9841-11e0-aa80-0800200c9a66,b2972160-9841-11e0-aa80-0800200c9a66
gov.noaa.ncei.oer:EX2306_COLLECTION,b7401834-7510-4150-94f5-b0ccbfba8498,Samuel Candio,94e56dc0-31dd-11ec-a13c-0800200c9a66
Titanic2003,8e7c4f00-7e8f-11e1-b0c4-0800200c9a66,NOAA NCEI Official (pointOfContact) CI_ResponsibleParty 440b3ac2-64a5-46e2-9846-38305718b644,440b3ac2-64a5-46e2-9846-38305718b644
EX1905L2,aa184c44-028e-41c2-9057-356a1e01900a,NOAA NCEI Official (pointOfContact) CI_ResponsibleParty 440b3ac2-64a5-46e2-9846-38305718b644,440b3ac2-64a5-46e2-9846-38305718b644
EX1905L1,2b8c2891-f359-45ad-8c40-efc61e5d89f5,NOAA NCEI Official (pointOfContact) CI_ResponsibleParty 440b3ac2-64a5-46e2-9846-38305718b644,440b3ac2-64a5-46e2-9846-38305718b644
gov.noaa.ncei.oer:EX2306_COLLECTION,b7401834-7510-4150-94f5-b0ccbfba8498,NOAA NCEI Official (pointOfContact) CI_ResponsibleParty 440b3ac2-64a5-46e2-9846-38305718b644,440b3ac2-64a5-46e2-9846-38305718b644
gov.noaa.ncei.oer:3DArch2015_COLLECTION,77090890-c252-4153-9bcc-447f1dd86480,NOAA NCEI Official (pointOfContact) CI_ResponsibleParty 440b3ac2-64a5-46e2-9846-38305718b644,440b3ac2-64a5-46e2-9846-38305718b644
gov.noaa.ncei.oer:EX2301_COLLECTION,4c23aa2f-6cf1-4eb2-abb0-78617b485607,NOAA NCEI Official (pointOfContact) CI_ResponsibleParty 440b3ac2-64a5-46e2-9846-38305718b644,440b3ac2-64a5-46e2-9846-38305718b644
